008,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
009,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
010,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
011,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
012,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
013,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
014,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
015,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
016,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
017,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
018,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
019,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
020,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
021,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
022,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
023,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
024,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
025,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
026,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
027,MA,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
028,RI,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
029,RI,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
030,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
031,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
032,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
033,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
034,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
035,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
036,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
037,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
038,NH,$95.00 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,$0.46 ,5
039,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
040,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
041,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
042,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
043,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
044,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
045,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
046,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
047,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
048,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
049,ME,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
050,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
051,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
052,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
053,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
054,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
055,MA,$85.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
056,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
057,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
058,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
059,VT,$115.00 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,$0.48 ,5
060,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
061,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
062,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
063,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
064,NY,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
065,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
066,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
067,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
068,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
069,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
070,CT,$95.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
071,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
072,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
073,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
074,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
075,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
076,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
077,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
078,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
079,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
080,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
081,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
082,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
083,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
084,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
085,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
086,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
087,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
088,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
089,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
090,NJ,$85.00 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,$0.34 ,5
091,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
092,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
093,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
094,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
095,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
096,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
097,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
098,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
099,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
100,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
101,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
102,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
103,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
104,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
105,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
106,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
107,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
108,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
109,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
110,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
111,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
112,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
113,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
114,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
115,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
116,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
117,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
118,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
119,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
120,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
121,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
122,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
123,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
124,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
125,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
126,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
127,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
128,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
129,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
130,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
131,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
132,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
133,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
134,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
135,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
136,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
137,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
138,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
139,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
140,NY,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
141,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
142,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
143,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
144,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
145,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
146,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
147,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
148,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
149,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
150,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
151,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
152,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
153,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
154,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
155,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
156,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
157,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
158,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
159,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
160,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
161,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
162,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
163,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
164,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
165,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
166,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
167,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
168,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
169,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
170,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
171,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
172,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
173,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
174,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
175,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
176,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
177,PA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
178,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
179,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
180,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
181,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
182,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
183,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
184,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
185,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
186,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
187,PA,$85.00 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,$0.35 ,5
188,DE,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
189,DE,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
190,DE,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
191,DC,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
192,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
193,DC,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
194,DC,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
195,DC,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
196,DC,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
197,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
198,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
199,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
200,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
201,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
202,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
203,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
204,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
205,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
206,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
207,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
208,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
209,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
210,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
211,MD,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
212,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
213,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
214,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
215,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
216,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
217,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
218,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
219,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
220,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
221,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
222,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
223,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
224,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
225,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
226,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
227,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
228,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
229,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
230,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
231,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
232,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
233,VA,$85.00 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,$0.42 ,5
